fixture,opponent_team,total_points,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-4055,30077,1710,5765
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2164,28792,1461,3625
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-282,29912,3014,3296
2,3,2,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,16,9.6,4,17,3.1,55,0,159781,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,17,20.2,31.4,9,6.1,55,-12772,159025,7247,20019
22,7,1,3,1,3,72,0,0,0,3,0,0,0,1,0,0,0,6,2.6,3.8,0,0.6,55,-17747,146141,8593,26340
32,19,2,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,14,13.2,9,3.6,54,-29910,117721,1885,31795
41,1,1,2,1,5,72,0,0,0,1,0,0,0,1,0,0,0,3,0.6,0.8,0,0.1,54,-17185,101867,1061,18246
51,13,2,1,1,6,64,0,0,0,1,0,0,0,0,0,0,0,6,6.6,0.2,0,0.7,53,-12511,90210,1495,14006
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3746,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1303,2463,24,1327
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-451,2071,47,498
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-276,1809,18,294
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-164,1655,0,164
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-154,1505,0,154
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,573589,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,16.6,1.3,0,1.8,45,-93171,507947,10497,103668
22,7,1,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,13,13.8,0.4,0,1.4,44,-34197,488420,21874,56071
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-56063,437220,8200,64263
41,1,1,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,17,35.8,0.2,0,3.6,44,-90304,347676,1420,91724
51,13,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,10,11.6,0.3,2,1.4,43,-33394,318244,7146,40540
2,3,1,2,0,1,24,0,0,0,1,0,0,0,0,0,0,0,3,2,11.8,2,1.6,75,0,324554,0,0
12,8,11,2,1,2,90,0,2,0,1,0,0,0,0,0,0,3,27,40.8,25,45,11.1,74,-84327,257270,10167,94494
22,7,6,3,1,3,90,1,0,0,3,0,0,0,0,0,0,0,27,34.8,4.7,17,5.7,74,64527,355958,104255,39728
32,19,2,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,4.6,2.5,35,4.2,74,19227,395239,64190,44963
41,1,2,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,6,7.4,2.4,0,1,74,-73732,322483,12526,86258
51,13,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,1,3.4,0.9,24,2.8,73,-81271,245001,6123,87394
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,16834,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-645,19519,2001,2646
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1402,19316,2382,3784
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-2348,17472,941,3289
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,756,19633,3066,2310
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,261,20569,2761,2500
2,3,1,2,0,1,45,0,0,0,1,0,0,0,0,0,0,0,8,4.8,15.8,2,2.3,60,0,42305,0,0
12,8,8,2,1,2,30,1,0,0,1,0,0,0,0,0,0,2,26,42.8,38.8,53,13.5,60,-6647,40198,2423,9070
22,7,2,3,1,3,72,0,0,0,3,0,0,0,0,0,0,0,4,9,1.8,15,2.6,60,22611,72351,32144,9533
32,19,1,0,1,4,24,0,0,0,1,0,0,0,0,0,0,0,6,6.6,15.3,0,2.2,60,-15623,56809,3475,19098
41,1,2,2,1,5,72,0,0,0,1,0,0,0,0,0,0,0,3,6.8,2.8,23,3.3,60,-11246,46974,1590,12836
51,13,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,59,-6202,42119,1817,8019
2,3,1,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,15,13.2,11,10,3.4,50,0,1603398,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,13.4,6.3,0,2,50,-152913,1525592,42016,194929
22,7,1,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,12,15.6,29.1,1,4.6,49,-527439,996715,6063,533502
32,19,1,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,6,15.6,1.4,8,2.5,48,-157864,865546,16376,174240
41,1,1,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,12.6,16.4,4,3.3,48,-121549,750113,8796,130345
51,13,0,1,1,6,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,-80646,674941,10479,91125
2,3,1,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,16,20.8,1.3,0,2.2,45,0,22328,0,0
12,8,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,335,28102,3449,3114
22,7,1,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,13,19.2,0.8,2,2.2,45,-3234,26262,1607,4841
32,19,2,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,16,17.2,0.3,0,1.8,45,-2952,24663,996,3948
41,1,0,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,6,13.6,0.8,2,1.6,44,-1855,23519,785,2640
51,13,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,5,4.4,0.1,0,0.5,44,-1932,21997,691,2623
2,3,2,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,31.9,22,6.7,50,0,1449758,0,0
12,8,1,2,1,2,12,0,0,0,1,0,0,0,0,0,0,0,5,2.2,10.5,2,1.5,50,-14393,1509475,89649,104042
22,7,5,3,1,3,65,0,1,0,2,0,0,0,0,0,0,0,15,17.4,22.1,2,4.2,49,-488178,1027220,45236,533414
32,19,1,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,4,4.4,4.6,10,1.9,48,-177075,863231,29892,206967
41,1,2,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,10,3.5,17,3.1,47,-218594,647569,13382,231976
51,13,8,1,1,6,90,1,0,0,1,0,0,0,0,0,0,1,22,30.6,0.9,18,5,47,-88502,564058,19075,107577
2,3,0,2,0,1,8,0,0,0,0,0,0,0,1,0,0,0,-1,0,2.3,8,1,50,0,60038,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-10992,51698,1577,12569
22,7,1,3,1,3,17,0,0,0,0,0,0,0,0,0,0,0,6,8.6,25.7,0,3.4,49,-11577,41376,2455,14032
32,19,3,0,1,4,65,0,0,1,0,0,0,0,0,0,0,0,11,2.4,2.3,0,0.5,48,-6949,35142,845,7794
41,1,7,2,1,5,17,1,0,0,1,0,0,0,0,0,0,1,21,33.6,0.2,7,4.1,48,-2648,33371,1568,4216
51,13,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,11,7.8,15.2,0,2.3,48,8444,44727,12460,4016
2,3,0,2,0,1,45,0,0,0,1,0,0,0,1,0,0,0,11,10,22.3,8,4,55,0,172950,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,13.4,18.5,6,3.8,55,-28430,154255,4260,32690
22,7,2,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,14,7.6,12.6,0,2,54,-19268,139775,8863,28131
32,19,1,0,1,4,24,0,0,0,1,0,0,0,0,0,0,0,4,6.4,11.8,9,2.7,53,-27037,114625,2052,29089
41,1,1,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,10,20,23.6,0,4.4,53,-18904,97152,1343,20247
51,13,5,1,1,6,90,0,1,0,1,0,0,0,0,0,0,0,15,23.8,11.8,12,4.8,52,-12099,86293,1792,13891
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,55909,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-4444,55831,4000,8444
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6754,50169,2954,9708
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2927,57609,14267,11340
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-4897,52516,2122,7019
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-3762,49489,2228,5990
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2562,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-57,3511,335,392
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-179,3718,452,631
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-369,3551,164,533
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-170,3599,211,381
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-406,3313,172,578
2,3,1,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,9.2,1.5,3,1.4,50,0,92038,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,13.8,1.3,29,4.4,50,-11162,97578,4695,15857
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-47429,49891,625,48054
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-14560,37579,101,14661
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-5555,32531,62,5617
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-3755,28969,146,3901
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10833,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-1798,11070,780,2578
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-1709,9942,1007,2716
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1753,8495,257,2010
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-847,7955,310,1157
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1745,6258,157,1902
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,16243,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-5500,11422,414,5914
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-3283,8392,172,3455
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-1490,6998,0,1490
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-783,6241,0,783
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-706,5540,0,706
2,3,2,2,0,1,81,0,0,0,2,0,0,0,0,0,0,0,8,5.6,3.8,5,1.4,50,0,12140,0,0
12,8,2,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,20,26.2,3.2,0,2.9,50,-480,15173,1603,2083
22,7,2,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,9,17.8,10.8,0,2.9,50,1157,18770,4204,3047
32,19,1,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,12,11.8,12.8,0,2.5,50,-2490,17163,1315,3805
41,1,2,2,1,5,82,0,0,0,2,0,0,0,0,0,0,0,8,18.6,1.3,0,2,50,-1856,16000,722,2578
51,13,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,9,7.4,0.8,0,0.8,49,-826,15903,1232,2058
2,3,1,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1.3,2,0.3,45,0,617143,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6066,663763,33689,39755
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-21979,661885,45781,67760
32,19,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.2,0,0,45,-55495,614747,17032,72527
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-44355,577553,16783,61138
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-62427,521389,19351,81778
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,597,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-135,456,0,135
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-74,386,0,74
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-33,356,0,33
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-29,327,0,29
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-15,313,0,15
2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60738,0,0
12,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2084,82184,8921,6837
22,7,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1418,88080,9694,11112
32,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3656,88406,6008,9664
41,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-4140,86341,3206,7346
51,13,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3983,84563,3338,7321
2,2,5,2,0,1,90,0,0,1,0,0,0,0,1,0,0,0,13,6.2,1.3,4,1.2,45,0,12696,0,0
17,13,-1,4,0,2,90,0,0,0,4,0,0,0,1,0,0,0,5,16.4,4.6,20,4.1,45,-284,16539,1645,1929
21,1,0,0,3,3,90,0,0,0,3,0,0,0,1,0,0,0,13,19.4,30.6,0,5,45,-1916,15593,663,2579
36,12,-2,9,0,4,45,0,0,0,5,0,0,0,1,0,0,0,-1,5.4,0.1,0,0.6,44,-1574,14900,419,1993
42,20,6,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,21,12,1,2,1.5,44,-1555,13666,237,1792
58,16,1,2,3,6,90,0,0,0,2,0,0,0,0,0,0,0,12,11.6,2.1,0,1.4,44,15,14330,972,957
2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,50,0,9491,0,0
17,13,1,4,0,2,27,0,0,0,1,0,0,0,0,0,0,0,2,0,0.3,1,0,50,-1913,8333,240,2153
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-1351,7382,677,2028
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-2093,5341,103,2196
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1263,4111,50,1313
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-786,3354,40,826
2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3897,0,0
17,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1010,2921,56,1066
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-580,2408,47,627
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-260,2189,99,359
42,20,1,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.3,0,0.5,44,-253,1939,15,268
58,16,1,2,3,6,45,0,0,0,0,0,0,0,0,0,0,0,3,4.8,1.2,0,0.6,44,-66,2048,81,147
2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4165,0,0
17,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-1198,3044,95,1293
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-874,2207,37,911
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-385,1872,76,461
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-215,1668,43,258
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-179,1511,39,218
2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4561,0,0
17,13,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,55,-944,4570,190,1134
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-662,4190,124,786
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-734,3557,61,795
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-563,3010,9,572
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-232,2913,69,301
2,2,6,2,0,1,90,1,0,1,0,0,0,0,0,0,0,0,27,35,5.8,17,5.8,55,0,20629,0,0
17,13,2,4,0,2,89,0,0,0,4,0,0,0,0,0,0,0,5,5.2,11.8,4,2.1,55,37863,88006,48582,10719
21,1,2,0,3,3,90,0,0,0,3,0,0,0,0,0,0,0,2,0,11.7,16,2.7,55,29006,126006,55705,26699
36,12,2,9,0,4,90,0,0,0,9,0,0,0,0,0,0,0,7,11.4,1.8,25,3.8,55,-1952,127591,22293,24245
42,20,1,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,4,1,0.3,0,0.1,55,-1470,129837,20754,22224
58,16,1,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,55,-23214,107105,4920,28134
2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1706,0,0
17,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-309,1891,72,381
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-293,1813,94,387
36,12,1,9,0,4,8,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0,0,0.1,49,-198,1737,40,238
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-88,1790,81,169
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-83,1822,75,158
2,2,10,2,0,1,90,1,0,1,0,0,0,0,0,0,0,2,30,42,0.2,17,5.9,50,0,3496,0,0
17,13,0,4,0,2,90,0,0,0,4,1,0,0,0,0,0,0,8,7,0,0,0.7,50,67096,132873,79355,12259
21,1,2,0,3,3,90,0,0,0,3,0,0,0,0,0,0,0,13,8.4,2.3,5,1.6,50,-23920,106121,12600,36520
36,12,2,9,0,4,90,0,0,0,9,0,0,0,0,0,0,0,8,4,0.3,6,1,50,-19906,88836,2878,22784
42,20,3,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,13,10.6,4.8,3,1.8,50,-10415,79649,2135,12550
58,16,2,2,3,6,90,0,0,0,2,0,0,0,0,0,0,0,13,10.4,7.5,2,2,50,-4403,76528,4489,8892
2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4613,0,0
17,13,-1,4,0,2,90,0,0,0,4,0,0,0,1,0,0,0,5,6.6,4.6,0,1.1,45,-764,4856,87,851
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-604,4750,104,708
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-392,4647,114,506
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-307,4551,85,392
58,16,1,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,43,-266,4533,104,370
2,2,2,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,2,4.4,0.6,43,4.8,60,0,102656,0,0
17,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-12892,98173,6938,19830
21,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-35806,62582,979,36785
36,12,1,9,0,4,45,0,0,0,4,0,0,0,0,0,0,0,1,0,1.4,2,0.3,58,-16512,47145,382,16894
42,20,2,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,3,18.2,1.9,42,6.2,58,-5593,42279,1646,7239
58,16,12,2,3,6,90,1,1,0,2,0,0,0,0,0,0,3,42,51.2,13.7,23,8.8,57,-4965,37831,2095,7060
2,2,1,2,0,1,18,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.3,0,0.8,50,0,4802,0,0
17,13,2,4,0,2,63,0,0,0,3,0,0,0,0,0,0,0,7,3,0.6,0,0.4,50,-559,5294,255,814
21,1,1,0,3,3,45,0,0,0,1,0,0,0,0,0,0,0,2,10.2,1.8,0,1.2,50,-462,5332,374,836
36,12,2,9,0,4,76,0,0,0,7,0,0,0,0,0,0,0,11,6.4,0.3,0,0.7,49,-509,5132,265,774
42,20,3,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,11,8,0.9,0,0.9,49,-110,5329,398,508
58,16,6,2,3,6,90,0,1,0,2,0,0,0,0,0,0,1,28,38.4,22.8,8,6.9,49,16,5639,531,515
2,2,2,2,0,1,71,0,0,1,0,0,0,0,1,0,0,0,3,4.2,1.3,0,0.6,45,0,14038,0,0
17,13,2,4,0,2,90,0,0,0,4,0,0,0,0,0,0,0,12,8.8,0.9,7,1.7,45,8900,34423,13090,4190
21,1,1,0,3,3,45,0,0,0,2,0,0,0,0,0,0,0,0,0.8,0.3,0,0.1,45,18338,59240,31808,13470
36,12,1,9,0,4,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,45,-5840,52848,4428,10268
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-10391,42597,602,10993
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-7043,35855,173,7216
2,2,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0,55,0,6183,0,0
17,13,2,4,0,2,62,0,0,0,3,0,0,0,0,0,0,0,11,8.6,1.3,2,1.2,55,-876,6375,162,1038
21,1,1,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,5,3.8,1.3,0,0.5,55,-600,6437,307,907
36,12,1,9,0,4,45,0,0,0,5,0,0,0,0,0,0,0,4,1.4,10.5,8,2,54,-829,5865,149,978
42,20,3,0,0,5,85,0,0,1,0,0,0,0,0,0,0,0,4,15.4,12.1,4,3.2,54,-534,5513,102,636
58,16,2,2,3,6,84,0,0,0,2,0,0,0,0,0,0,0,3,2.2,4.5,22,2.9,54,-213,5575,302,515
2,2,2,2,0,1,90,0,0,1,0,0,0,0,1,0,0,0,10,22.2,1,4,2.7,55,0,13415,0,0
17,13,1,4,0,2,26,0,0,0,1,0,0,0,0,0,0,0,4,2.4,10.3,0,1.3,55,-1439,13851,791,2230
21,1,2,0,3,3,64,0,0,0,3,0,0,0,0,0,0,0,7,13.2,0.5,0,1.4,54,-2540,11771,358,2898
36,12,1,9,0,4,45,0,0,0,4,0,0,0,0,0,0,0,4,6.8,1,0,0.8,54,-1954,10099,232,2186
42,20,3,0,0,5,76,0,0,1,0,0,0,0,0,0,0,0,6,5,15.3,4,2.4,53,-1290,9008,165,1455
58,16,7,2,3,6,89,1,0,0,2,0,0,0,0,0,0,0,27,37,19.1,11,6.7,53,-511,8743,487,998
2,2,7,2,0,1,90,0,0,1,0,0,0,0,0,0,0,1,29,37,0.1,0,3.7,45,0,4990,0,0
17,13,-1,4,0,2,90,0,0,0,4,0,0,0,1,0,0,0,10,10.8,0.1,0,1.1,45,1755,12485,2813,1058
21,1,1,0,3,3,90,0,0,0,3,0,0,0,0,0,0,0,10,18,0.6,17,3.6,45,-1762,11282,406,2168
36,12,-4,9,0,4,81,0,0,0,8,1,0,0,0,0,0,0,4,3.4,0.2,0,0.4,45,-1054,10897,241,1295
42,20,8,0,0,5,90,0,0,1,0,0,0,0,1,0,0,3,29,20.2,0.1,0,2,44,-1040,10425,414,1454
58,16,1,2,3,6,90,0,0,0,2,0,0,0,0,0,0,0,14,31,0.3,0,3.1,44,1461,12963,2389,928
2,2,6,2,0,1,90,0,0,1,0,0,0,0,0,0,2,0,24,14.6,0,0,1.5,45,0,24837,0,0
17,13,1,4,0,2,90,0,0,0,4,0,0,0,0,0,4,0,20,30.6,0,0,3.1,45,10558,57378,15701,5143
21,1,2,0,3,3,90,0,0,0,3,0,0,0,0,0,3,0,13,26.4,0,0,2.6,45,-6029,52800,2600,8629
36,12,-1,9,0,4,90,0,0,0,9,0,0,0,0,0,4,0,17,31.8,0,0,3.2,45,-3382,51477,1217,4599
42,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2966,49608,863,3829
58,16,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-3286,47407,741,4027
2,2,12,2,0,1,90,0,1,1,0,0,0,0,0,0,0,3,40,49.6,14.1,2,6.6,45,0,8029,0,0
17,13,0,4,0,2,90,0,0,0,4,0,0,0,0,0,0,0,12,16.6,0.2,0,1.7,45,54110,148416,64602,10492
21,1,1,0,3,3,90,0,0,0,3,0,0,0,0,0,0,0,13,23,14.7,0,3.8,45,-14221,137690,16429,30650
36,12,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-14199,126992,4450,18649
