fixture,opponent_team,total_points,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
48,15,2,2,1,5,70,0,0,0,1,0,0,0,0,0,0,0,12,7.8,16.7,4,2.9,54,-8139,96215,3883,12022
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-22592,74144,1438,24030
4,9,1,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,19,30.4,1.8,0,3.2,60,0,211558,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-22603,216084,11131,33734
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-86977,128522,696,87673
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-31146,100363,333,31479
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-12816,88500,256,13072
55,8,1,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.3,0,0.1,59,-1979,89430,4028,6007
4,9,1,2,2,1,50,0,0,0,1,0,0,0,0,0,0,0,8,6.4,16.8,0,2.3,55,0,175766,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-84255,106427,5763,90018
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-39841,70596,1384,41225
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-15109,57763,928,16037
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-5981,52723,721,6702
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-4586,48791,838,5424
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1145,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-261,966,45,306
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-162,849,30,192
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-96,780,17,113
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-45,758,14,59
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-54,722,21,75
4,9,1,2,2,1,50,0,0,0,1,0,0,0,0,0,0,0,4,7.4,4.2,6,1.8,80,0,109701,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,-17036,111781,5760,22796
27,14,2,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,12,16.4,15.1,25,5.7,80,-2878,116439,26247,29125
36,3,22,9,0,4,68,2,3,1,0,0,0,0,0,0,0,3,81,125.8,49.8,128,30.4,80,5406,132781,23967,18561
48,15,9,2,1,5,90,1,0,0,1,0,0,0,0,0,0,3,39,41.4,26.1,83,15.1,80,157277,330936,180838,23561
55,8,1,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,6,14.4,11.3,55,8.1,81,78712,437647,141909,63197
4,9,1,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,16.4,0.8,2,1.9,65,0,1133441,0,0
16,7,2,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,10.2,1.5,2,1.4,65,-72994,1291698,32343,105337
27,14,1,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,14,18.6,1.2,2,2.2,65,-87790,1302665,41283,129073
36,3,12,9,0,4,90,1,0,1,0,0,0,0,0,0,0,0,40,48.2,6.8,41,9.6,65,-91807,1282506,42094,133901
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,20.8,12.3,23,5.6,65,32186,1383330,74286,42100
55,8,5,0,0,6,90,0,0,1,0,0,0,0,1,0,0,0,25,31,2.3,46,7.9,65,-17803,1415515,62936,80739
4,9,1,2,2,1,90,0,0,0,2,0,0,0,0,0,1,0,11,8.2,0,0,0.8,55,0,1567712,0,0
16,7,2,1,1,2,90,0,0,0,1,0,0,0,0,0,2,0,12,16.8,0,0,1.7,55,-90298,1646148,36501,126799
27,14,1,2,1,3,90,0,0,0,2,0,0,0,0,0,2,0,19,23.8,0,0,2.4,55,-125038,1591356,44231,169269
36,3,6,9,0,4,90,0,0,1,0,0,0,0,0,0,2,0,24,16.2,0,0,1.6,55,-80378,1568834,52421,132799
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,1,0,13,8.8,0,0,0.9,55,-41734,1568930,38509,80243
55,8,8,0,0,6,90,0,0,1,0,0,0,0,0,0,4,1,29,28.8,0,0,2.9,55,-62925,1542628,45686,108611
4,9,1,2,2,1,58,0,0,0,1,0,0,0,0,0,0,0,12,9.8,4.3,2,1.6,55,0,79661,0,0
16,7,2,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,19.8,18.5,2,4,55,-5510,94355,10055,15565
27,14,1,2,1,3,31,0,0,0,0,0,0,0,0,0,0,0,4,5.8,0.7,17,2.4,55,-1155,106741,15814,16969
36,3,3,9,0,4,90,0,0,1,0,0,0,0,0,0,0,0,14,15.4,16,0,3.1,55,-12991,101188,8118,21109
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,6,2.6,5.9,5,1.4,54,-4843,102711,8422,13265
55,8,2,0,0,6,90,0,0,1,0,0,0,0,1,0,0,0,10,12.8,13.6,17,4.3,54,-1878,106385,11151,13029
4,9,12,2,2,1,90,1,1,0,2,0,0,0,0,0,0,2,34,39.6,20,25,8.5,130,0,4848340,0,0
16,7,2,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,5,18.6,89.7,38,14.6,130,133225,5570821,175994,42769
27,14,8,2,1,3,90,1,0,0,2,0,0,0,0,0,0,1,23,44,45.1,67,15.6,130,-84176,5661806,135020,219196
36,3,3,9,0,4,90,0,0,1,0,0,0,0,0,0,0,0,-5,2.4,28.1,52,8.3,130,-19068,5784665,140231,159299
48,15,10,2,1,5,90,0,2,0,1,0,0,0,0,0,0,2,28,44,64.3,39,14.7,130,-466694,5360861,61038,527732
55,8,3,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,8,14.6,37.3,41,9.3,130,-160589,5299328,147858,308447
4,9,1,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,4,13.2,7.8,8,2.9,70,0,1027195,0,0
16,7,2,1,1,2,62,0,0,0,1,0,0,0,0,0,0,0,11,7,7.8,22,3.7,70,-52378,1040307,37842,90220
27,14,1,2,1,3,84,0,0,0,2,0,0,0,0,0,0,0,12,9,32.3,10,5.1,69,-182486,879995,37647,220133
36,3,9,9,0,4,68,0,1,1,0,0,0,0,0,0,0,0,31,19,19.2,6,4.4,69,-105823,798237,38749,144572
48,15,2,2,1,5,70,0,0,0,1,0,0,0,0,0,0,0,18,13.8,41.8,20,7.6,69,-42785,773269,40067,82852
55,8,1,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,6,11.6,47.8,0,5.9,68,-75513,713818,39687,115200
4,9,1,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,13,12.2,20.9,2,3.5,75,0,4694983,0,0
16,7,3,1,1,2,90,0,0,0,1,0,0,0,0,0,0,1,24,25,74.9,40,14,75,-132984,4933952,60565,193549
27,14,0,2,1,3,90,0,0,0,2,0,0,0,1,0,0,0,12,13.8,42.7,5,6.2,75,-246992,4817953,91592,338584
36,3,17,9,0,4,82,1,1,1,0,0,0,0,0,0,0,2,58,59,61.6,11,13.2,75,-386885,4514639,84441,471326
48,15,2,2,1,5,70,0,0,0,1,0,0,0,0,0,0,0,12,5,16.3,14,3.5,75,238301,4893854,299146,60845
55,8,1,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,8,10.4,25.3,0,3.6,75,-32101,4934576,165668,197769
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,19160,0,0
16,7,1,1,1,2,27,0,0,0,0,0,0,0,0,0,0,0,11,9.4,1.3,0,1.1,45,-1754,24045,2329,4083
27,14,1,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,17,21,2.3,0,2.3,45,2493,31060,8064,5571
36,3,6,9,0,4,90,0,0,1,0,0,0,0,0,0,0,0,26,17.8,2.6,0,2,45,7997,44203,14929,6932
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,13,9.8,2.2,11,2.3,45,7726,55644,13595,5869
55,8,9,0,0,6,90,0,0,1,0,0,0,0,0,0,0,3,34,29.4,11.3,0,4.1,45,4808,64759,13241,8433
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8632,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-1690,8076,1163,2853
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2286,12931,5340,3054
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-3762,9365,892,4654
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-2492,7018,26,2518
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1210,5926,71,1281
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,55789,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-17552,39445,431,17983
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,-7033,34014,1949,8982
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,-3829,31172,848,4677
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,-2420,29251,367,2787
55,8,1,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,-1,1.2,20.5,12,3.4,89,-2049,27647,613,2662
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20766,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1858,19636,367,2225
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1126,18836,384,1510
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-821,18305,230,1051
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-850,17555,140,990
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-783,16870,216,999
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,57031,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-21617,36583,603,22220
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-8906,29352,668,9574
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-4959,25354,381,5340
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-2685,23121,156,2841
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-2189,21325,216,2405
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1092,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-310,836,13,323
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-135,730,47,182
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-90,671,15,105
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-39,652,22,61
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,174,1079,267,93
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10567,0,0
16,7,0,1,1,2,27,0,0,0,0,0,0,0,1,0,0,0,3,3.4,2.1,18,2.4,45,-2858,7926,80,2938
27,14,1,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,5,3.2,0.6,0,0.4,45,-459,8417,665,1124
36,3,7,9,0,4,21,0,2,0,0,0,0,0,0,0,0,0,23,34.2,25.6,2,6.2,45,5,9642,1060,1055
48,15,1,2,1,5,19,0,0,0,0,0,0,0,0,0,0,0,5,4.6,23.3,2,3,45,2037,13316,3228,1191
55,8,1,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,11,14.2,31.3,16,6.2,45,568,14971,2546,1978
4,9,2,2,2,1,77,0,0,0,2,0,0,0,0,0,0,0,1,0,3.4,24,2.5,80,0,1688654,0,0
16,7,9,1,1,2,90,1,0,0,1,0,0,0,1,0,0,3,31,54.8,15.9,42,11.3,80,-84739,1743693,84791,169530
27,14,2,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,-4,2.8,4.3,47,5.4,80,188810,2044299,334802,145992
36,3,14,9,0,4,90,2,0,1,0,0,0,0,0,0,0,1,52,76,24.5,56,15.7,80,-7358,2088008,208449,215807
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,2,5,4.7,68,7.8,81,647336,2852321,703861,56525
55,8,3,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,4,3.8,22.8,30,5.7,82,233843,3133731,399012,165169
4,9,1,2,2,1,39,0,0,0,1,0,0,0,0,0,0,0,3,4,13.1,4,2.1,50,0,11317,0,0
16,7,4,1,1,2,78,0,0,0,1,0,0,0,0,0,0,2,25,20.6,27.4,59,10.7,50,2427,17429,4672,2245
27,14,2,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,7,3.8,26.2,34,6.4,50,13987,36400,21118,7131
36,3,6,9,0,4,45,1,0,0,0,0,0,0,0,0,0,0,32,39.8,17.8,13,7.1,50,3675,42458,12544,8869
48,15,2,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,12,13.8,18.7,25,5.8,50,35336,84826,45236,9900
55,8,3,0,0,6,79,0,0,1,0,0,0,0,0,0,0,0,7,7,2.5,17,2.7,50,44416,137171,61404,16988
7,15,0,2,0,1,90,0,0,0,2,0,0,0,1,0,0,0,10,16.8,18.8,4,4,40,0,2304763,0,0
18,19,7,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,24,41.2,42.3,55,13.9,40,-5642,2410646,79505,85147
23,8,1,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,4,20.8,29.5,23,7.3,40,223736,2728576,336755,113019
38,18,1,0,2,4,90,0,0,0,2,0,0,0,0,0,0,0,13,14.2,14.7,22,5.1,41,24698,2777551,169456,144758
49,13,-1,6,0,5,90,0,0,0,6,0,0,0,0,0,0,0,18,28.6,38.4,2,6.9,41,-40455,2748999,91701,132156
58,3,4,2,3,6,90,0,1,0,3,0,0,0,0,0,0,0,19,13,11.8,21,4.6,41,47719,2825750,161708,113989
4,9,1,2,2,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,4,0.2,55,0,21632,0,0
16,7,1,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5,0.4,55,-2293,23607,2215,4508
27,14,4,2,1,3,17,0,1,0,0,0,0,0,0,0,0,0,12,4.8,1.2,39,4.5,55,-2159,23232,2780,4939
36,3,6,9,0,4,45,1,0,0,0,0,0,0,0,0,0,0,23,37.4,2.8,23,6.3,54,408,25414,4658,4250
48,15,6,2,1,5,19,1,0,0,0,0,0,0,0,0,0,0,25,33.8,4.8,39,7.8,54,3097,30663,6715,3618
55,8,1,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,4,2.2,2.8,0,0.5,54,39668,78132,47335,7667
4,9,9,2,2,1,39,1,1,0,1,0,0,0,0,0,0,1,31,53.2,20.6,112,18.6,90,0,1572141,0,0
16,7,-2,1,1,2,56,0,0,0,1,0,0,0,0,1,0,0,-15,0,1.1,44,3.5,91,251913,2233745,328473,76560
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-1211928,994216,77679,1289607
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,-309331,735464,8504,317835
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,-95860,650693,12644,108504
55,8,2,0,0,6,79,0,0,1,0,0,0,0,0,0,0,0,2,4.2,21.3,71,9.7,89,91719,772463,157456,65737
4,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,19927,0,0
16,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1231,23110,1374,2605
27,14,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3064,21405,1147,4211
36,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3651,17883,153,3804
48,15,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-1185,17301,1023,2208
55,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-483,17075,1427,1910
10,19,6,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,24,6.6,7.7,0,1.4,50,0,733920,0,0
17,3,6,4,0,2,81,0,0,1,0,0,0,0,0,0,0,0,25,11,18.2,0,2.9,50,136743,1010716,189051,52308
28,15,1,3,3,3,90,0,0,0,3,0,0,0,0,0,0,0,11,8.6,1.9,0,1.1,51,158507,1227445,273138,114631
37,7,1,4,2,4,90,0,0,0,2,0,0,0,0,0,0,0,15,13,20.4,0,3.3,51,-6799,1257914,125686,132485
49,16,6,6,0,5,90,0,0,1,0,0,0,0,0,0,0,0,30,20.4,4.3,2,2.7,51,-10765,1272702,123092,133857
51,2,2,1,1,6,79,0,0,0,1,0,0,0,0,0,0,0,9,9.8,13.3,4,2.7,51,6865,1304096,121217,114352
10,19,3,0,2,1,77,0,0,1,0,0,0,0,0,0,0,0,11,3.8,26.4,21,5.1,75,0,75393,0,0
17,3,10,4,0,2,64,1,0,1,0,0,0,0,0,0,0,2,36,41.6,34.2,26,10.2,75,9523,117603,20981,11458
28,15,8,3,3,3,90,1,0,0,3,0,0,0,0,0,0,1,35,50.4,50.4,69,17,75,120509,272242,150217,29708
37,7,4,4,2,4,29,0,1,0,0,0,0,0,0,0,0,0,15,20.2,13.2,17,5,76,165820,479480,209211,43391
49,16,3,6,0,5,90,0,0,1,0,0,0,0,0,0,0,0,17,19.8,60.1,2,8.2,76,66350,564533,133075,66725
51,2,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,10,11.4,24.8,10,4.6,76,-29731,546871,63984,93715
10,19,6,0,2,1,87,0,1,1,0,0,0,0,0,0,0,0,24,24.4,43,20,8.7,120,0,1151254,0,0
17,3,14,4,0,2,90,1,1,1,0,0,0,0,0,0,0,3,46,68.6,78.5,45,19.2,120,64431,1463650,132311,67880
28,15,5,3,3,3,90,0,1,0,3,0,0,0,0,0,0,0,25,38.2,70.4,27,13.6,121,407691,2104831,481367,73676
37,7,2,4,2,4,88,0,0,0,2,0,0,0,0,0,0,0,12,15.8,43.5,30,8.9,122,276871,2522376,361418,84547
49,16,1,6,0,5,21,0,0,0,0,0,0,0,0,0,0,0,2,14.2,13.8,17,4.5,122,56993,2650570,244366,187373
51,2,7,1,1,6,90,0,1,0,1,0,0,0,0,0,0,2,23,25.2,65.2,20,11,122,-280828,2412531,89672,370500
10,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,238382,0,0
17,3,1,4,0,2,26,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.3,0,0.3,55,-35318,226853,5273,40591
28,15,0,3,3,3,90,0,0,0,3,0,0,0,1,0,0,0,10,5.6,1.9,0,0.8,54,-31282,203136,3385,34667
37,7,3,4,2,4,90,0,1,0,2,1,0,0,0,0,0,1,26,29.8,16.1,4,5,54,-14029,197402,8197,22226
49,16,10,6,0,5,74,0,1,1,0,0,0,0,0,0,0,1,40,32.2,12.2,2,4.6,54,-1670,201838,12532,14202
51,2,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,16,18.2,1.1,2,2.1,54,11522,221998,25293,13771
10,19,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,14.3,0,1.6,80,0,454397,0,0
17,3,3,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,14,42.7,25,8.2,80,-79576,431771,24182,103758
28,15,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,-109456,340895,17863,127319
37,7,2,4,2,4,60,0,0,0,2,0,0,0,0,0,0,0,15,5.2,27.1,6,3.8,78,-103014,250806,9165,112179
49,16,4,6,0,5,35,0,1,0,0,0,0,0,0,0,0,0,10,2.2,13.4,28,4.4,77,-46773,214363,9367,56140
51,2,1,1,1,6,17,0,0,0,1,0,0,0,0,0,0,0,4,0.4,3.2,0,0.4,77,-25498,196680,9060,34558
3,8,3,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,-1,7,29.8,56,9.3,100,0,530944,0,0
15,18,5,2,2,2,83,0,1,0,1,0,0,0,0,0,0,0,11,19,26.2,36,8.1,100,-50749,533005,20140,70889
25,11,1,3,0,3,86,0,0,0,3,0,0,0,1,0,0,0,-1,0.6,12.8,8,2.1,100,-14807,544730,58071,72878
35,10,15,2,1,4,74,2,0,0,1,0,0,0,0,0,0,3,39,68.6,16.1,46,13.1,99,-83810,473197,28396,112206
50,17,8,2,1,5,90,1,0,0,2,0,0,0,0,0,0,1,25,43,31.5,52,12.7,99,172887,695342,203375,30488
54,19,2,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,9,4.2,7.2,8,1.9,100,272750,1013750,330136,57386
10,19,3,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,19,7.2,29.2,14,5,70,0,327616,0,0
17,3,1,4,0,2,45,0,0,0,0,0,0,0,0,0,0,0,5,6,25.2,4,3.5,70,21872,393693,61070,39198
28,15,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,-87148,311221,20359,107507
37,7,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,-132641,182368,1634,134275
49,16,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,-43639,141327,294,43933
51,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,-21452,120755,459,21911
10,19,7,0,2,1,90,0,0,1,0,0,0,0,1,0,0,2,27,15.4,18.9,5,3.9,70,0,3569038,0,0
17,3,11,4,0,2,90,0,1,1,0,0,0,0,0,0,0,2,36,9.2,21.7,12,4.3,70,49346,4003992,138828,89482
28,15,0,3,3,3,90,0,0,0,3,0,0,0,1,0,0,0,12,17,5.3,20,4.2,71,275177,4510949,362027,86850
37,7,1,4,2,4,60,0,0,0,2,0,0,0,0,0,0,0,16,13,22.3,0,3.5,71,6770,4624067,194375,187605
49,16,12,6,0,5,67,1,0,1,0,0,0,0,0,0,0,0,31,37.2,9.2,15,6.1,71,-248679,4427428,89088,337767
51,2,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,11,16.4,18.1,32,6.7,71,248793,4813510,340374,91581
10,19,7,0,2,1,90,0,0,1,0,0,0,0,0,0,1,1,26,14.4,0,0,1.4,55,0,1240294,0,0
17,3,6,4,0,2,90,0,0,1,0,0,0,0,0,0,1,0,21,6.2,0,0,0.6,55,77593,1571574,135102,57509
28,15,1,3,3,3,90,0,0,0,3,0,0,0,0,0,2,0,15,19.6,0,0,2,55,71113,1753816,179995,108882
37,7,1,4,2,4,90,0,0,0,2,0,0,0,0,0,1,0,10,7.8,0,0,0.8,55,-18322,1798035,102056,120378
49,16,6,6,0,5,90,0,0,1,0,0,0,0,0,0,1,0,26,9.6,0,0,1,55,-80943,1751641,56152,137095
51,2,2,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,13,7.6,0,0,0.8,55,-8185,1792932,99678,107863
10,19,7,0,2,1,90,0,0,1,0,0,0,0,0,0,0,1,26,26.2,0.6,4,3.1,50,0,56953,0,0
17,3,6,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,25,16.4,3.3,38,5.8,50,38894,134753,51515,12621
28,15,1,3,3,3,20,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0,0,0.1,50,66989,224357,98638,31649
37,7,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-75286,147886,9017,84303
49,16,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-49567,100648,382,49949
51,2,1,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.5,0,0.4,50,-22796,79199,408,23204
10,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,62453,0,0
17,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-18920,43752,279,19199
28,15,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-9107,35680,291,9398
37,7,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-4453,31997,270,4723
49,16,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-3030,29355,132,3162
51,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-2488,27186,168,2656
10,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3618,0,0
17,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-511,3065,0,511
28,15,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-362,2719,0,362
37,7,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-257,2490,0,257
49,16,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-162,2330,0,162
51,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-200,2122,0,200
10,19,1,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,3,4.4,2.7,2,0.9,70,0,644299,0,0
17,3,1,4,0,2,25,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2,4,0.8,69,-129610,566321,25122,154732
28,15,13,3,3,3,90,1,1,0,3,0,0,0,0,0,0,3,46,61.8,35.2,37,13.4,68,-168029,413839,25292,193321
37,7,9,4,2,4,90,1,0,0,2,0,0,0,0,0,0,2,37,44.8,53.8,55,15.4,68,56274,510089,101148,44874
49,16,6,6,0,5,90,0,1,1,0,0,0,0,0,0,0,0,23,25.4,18,13,5.6,69,261209,823592,302618,41409
51,2,3,1,1,6,72,0,0,1,0,0,0,0,0,0,0,0,8,4.8,9.3,6,2,70,352951,1223802,427681,74730
10,19,6,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,25,16.6,1.4,2,2,60,0,917791,0,0
